Year,Gender,Variable,Base,Intervention,Change,Base Unit,Intervention Unit,Change Unit
lifetime,female,t_IS_death_annual,"215102.02 (186151.37, 248459.7)","150033.34 (126140.82, 178382.86)","-65068.68 (-60010.55, -70076.83)",,,
lifetime,female,t_HS_death_annual,"49081.66 (36228.49, 66469.35)","34234.38 (23809.18, 49205.51)","-14847.27 (-12419.3, -17263.84)",,,
lifetime,female,t_US_death_annual,"37671.53 (26644.38, 53241.97)","26275.84 (17369.1, 39734.61)","-11395.69 (-9275.28, -13507.36)",,,
lifetime,female,t_chd_event_annual,"737132.25 (708398.62, 766653.49)","663240.49 (636023.53, 691766.46)","-73891.75 (-72375.09, -74887.02)",,,
lifetime,female,t_chd_death_annual,"332006.73 (295690.17, 372640.54)","313249.16 (278008.37, 352821.6)","-18757.57 (-17681.8, -19818.94)",,,
lifetime,female,t_noncvd_death_annual,"1383865.62 (1310820.42, 1460420.25)","1323145.22 (1251570.67, 1398275.82)","-60720.4 (-59249.75, -62144.42)",,,
lifetime,female,t_Cost_annual,"11439496862.69 (11258808741.87, 11620184983.51)","10065500118.51 (9904163618.93, 10226836618.09)","-1373996744.18 (-1354645122.94, -1393348365.42)",,,
lifetime,female,t_QALY_annual,"8028750.27 (7995598.43, 8061902.12)","7974634.81 (7941712.09, 8007557.53)","-54115.46 (-53886.34, -54344.58)",,,
lifetime,male,t_stroke_event,"20188648.54 (19776875.4, 20603036.1)","19324578.56 (18914112.64, 19731122.83)","-864069.97 (-862762.76, -871913.27)",,,
lifetime,male,t_IS_event,"14386430.95 (14088343.8, 14683586.57)","13770694.68 (13481922.76, 14056695.33)","-615736.26 (-606421.04, -626891.24)",,,
lifetime,male,t_HS_event,"3282674.25 (3215927.18, 3352179.2)","3142176.47 (3076072.38, 3208493.13)","-140497.78 (-139854.8, -143686.08)",,,
lifetime,male,t_US_event,"2519543.34 (2468643.47, 2570606.34)","2411707.4 (2360644.4, 2462280.99)","-107835.93 (-107999.07, -108325.35)",,,
lifetime,male,t_stroke_death,"1134663.75 (1064588.19, 1208887.58)","871913.27 (810138.82, 938037.79)","-262750.48 (-254449.37, -270849.79)",,,
lifetime,male,t_IS_death,"808561.39 (749015.16, 872506.33)","621325.4 (569045.96, 678147.35)","-187235.99 (-179969.2, -194358.98)",,,
lifetime,male,t_HS_death,"184496.33 (156620.44, 217250.21)","141773.1 (117583.28, 170873.72)","-42723.23 (-39037.16, -46376.48)",,,
lifetime,male,t_US_death,"141606.04 (117431.68, 170691.33)","108814.78 (87878.54, 134687.13)","-32791.26 (-29553.13, -36004.2)",,,
lifetime,male,t_chd_event,"7938724.59 (7743949.36, 8137421.47)","7617149.38 (7430217.45, 7811924.61)","-321575.21 (-313731.91, -325496.86)",,,
lifetime,male,t_chd_death,"1160808.07 (1089976.85, 1235767.49)","1185645.18 (1114106.37, 1261293.11)","24837.11 (24129.52, 25525.62)",,,
lifetime,male,Cost,"143713336581.34 (141244432662.21, 146182240500.47)","137525269102.77 (135188419873.54, 139862118332.01)","-6188067478.57 (-6056012788.68, -6320122168.46)",,,
lifetime,male,QALY,"99546356.41 (98319513.06, 100773199.76)","107115312.98 (105846270.34, 108384355.62)","7568956.57 (7526757.28, 7611155.85)",,,
lifetime,male,t_deathage,"76.09 (75.9, 76.28)","77.06 (76.87, 77.26)","0.97 (-0.97, 0.97)",,,
lifetime,male,t_stroke_event_annual,"1805192.34 (1763129.48, 1847105.75)","1572549.82 (1535094.18, 1609387.35)","-232642.51 (-228035.29, -237718.4)",,,
lifetime,male,t_IS_event_annual,"1286380.06 (1256225.05, 1317143.22)","1120599.0 (1093899.8, 1146848.0)","-165781.06 (-162325.25, -170295.21)",,,
lifetime,male,t_HS_event_annual,"293524.27 (286825.16, 300265.13)","255696.6 (249789.24, 261760.62)","-37827.67 (-37035.92, -38504.51)",,,
lifetime,male,t_US_event_annual,"225288.0 (220122.79, 230501.93)","196254.22 (191702.41, 200917.88)","-29033.79 (-28420.38, -29584.05)",,,
lifetime,male,t_stroke_death_annual,"313333.08 (276469.02, 354976.2)","220777.86 (190106.1, 256299.76)","-92555.22 (-86362.91, -98676.44)",,,
lifetime,male,t_IS_death_annual,"223281.15 (192425.62, 258984.9)","157326.3 (131736.04, 187815.43)","-65954.85 (-60689.58, -71169.47)",,,
lifetime,male,t_HS_death_annual,"50947.96 (37284.36, 69592.11)","35898.48 (24758.75, 52030.33)","-15049.48 (-12525.61, -17561.79)",,,
lifetime,male,t_US_death_annual,"39103.97 (27388.7, 55808.89)","27553.08 (18041.4, 42063.28)","-11550.89 (-9347.3, -13745.61)",,,
lifetime,male,t_chd_event_annual,"781962.72 (750425.64, 814169.3)","708234.78 (678639.62, 738986.43)","-73727.94 (-71786.02, -75182.86)",,,
lifetime,male,t_chd_death_annual,"336621.99 (298359.1, 379646.06)","319608.83 (282362.5, 361629.39)","-17013.17 (-15996.6, -18016.67)",,,
lifetime,male,t_noncvd_death_annual,"1966874.31 (1877028.43, 2060229.33)","1849051.79 (1761565.45, 1940137.76)","-117822.52 (-115462.98, -120091.57)",,,
lifetime,male,t_Cost_annual,"12408108275.8 (12205056502.77, 12611160048.83)","11002475595.12 (10819949279.41, 11185001910.83)","-1405632680.68 (-1385107223.36, -1426158138.0)",,,
lifetime,male,t_QALY_annual,"9163128.68 (9128691.89, 9197565.46)","9102945.02 (9068769.46, 9137120.58)","-60183.66 (-59922.43, -60444.89)",,,
